ts,device_id,temp_c,rh_pct,tvoc_ppb,eco2_ppm,dust_ugm3
2025-11-18 07:20:45+00:00,esp32-01,27.79,69.5,480.0,745.0,0.0
2025-11-18 07:22:06+00:00,esp32-01,27.86,68.26,557.0,794.0,0.0
2025-11-18 07:32:45+00:00,esp32-01,28.4,69.12,178.0,598.0,0.0
2025-11-18 07:34:00+00:00,esp32-01,28.33,69.08,273.0,647.0,0.0
2025-11-18 07:34:40+00:00,esp32-01,28.26,69.46,368.0,695.0,0.0
2025-11-18 07:35:40+00:00,esp32-01,28.2,69.23,465.0,743.0,0.0
2025-11-18 07:36:40+00:00,esp32-01,28.12,69.54,564.0,794.0,0.0
2025-11-18 07:37:41+00:00,esp32-01,28.05,69.9,596.0,802.0,0.0
2025-11-18 07:38:46+00:00,esp32-01,27.97,69.4,698.0,851.0,0.0
2025-11-18 07:39:41+00:00,esp32-01,27.88,69.79,807.0,900.0,0.0
2025-11-18 07:40:59+00:00,esp32-01,27.82,69.49,912.0,946.0,0.0
2025-11-18 07:41:40+00:00,esp32-01,27.78,69.15,1027.0,990.0,0.0
2025-11-18 07:46:45+00:00,esp32-01,27.66,69.33,1215.0,1052.0,0.0
2025-11-18 07:47:40+00:00,esp32-01,27.63,69.42,1213.0,1052.0,0.0
2025-11-18 07:48:54+00:00,esp32-01,27.61,69.64,1223.0,1054.0,0.0
2025-11-18 07:49:45+00:00,esp32-01,27.59,69.37,1214.0,1052.0,0.0
2025-11-18 07:50:41+00:00,esp32-01,27.57,69.37,1202.0,1049.0,0.0
2025-11-18 07:51:53+00:00,esp32-01,27.55,70.37,1178.0,1044.0,0.0
2025-11-18 07:52:40+00:00,esp32-01,27.54,69.43,1167.0,1041.0,0.0
2025-11-18 07:53:45+00:00,esp32-01,27.52,69.7,1136.0,1034.0,0.0
2025-11-18 07:54:40+00:00,esp32-01,27.5,69.66,1097.0,1025.0,0.0
2025-11-18 07:55:41+00:00,esp32-01,27.49,69.87,1074.0,1019.0,0.0
2025-11-18 07:56:45+00:00,esp32-01,27.48,69.35,1048.0,1013.0,0.0
2025-11-18 07:58:04+00:00,esp32-01,27.46,69.72,1031.0,1009.0,0.0
2025-11-18 07:58:44+00:00,esp32-01,27.46,70.05,1005.0,1002.0,0.0
2025-11-18 07:59:41+00:00,esp32-01,27.45,69.83,986.0,998.0,0.0
2025-11-18 08:00:48+00:00,esp32-01,27.44,69.67,978.0,996.0,0.0
2025-11-18 08:01:46+00:00,esp32-01,27.42,69.78,967.0,993.0,0.0
2025-11-18 08:02:46+00:00,esp32-01,27.41,70.44,943.0,987.0,0.0
2025-11-18 08:03:40+00:00,esp32-01,27.41,69.45,929.0,984.0,0.0
2025-11-18 08:04:49+00:00,esp32-01,27.42,69.29,924.0,983.0,0.0
2025-11-18 08:05:40+00:00,esp32-01,27.42,69.4,922.0,982.0,0.0
2025-11-18 08:06:46+00:00,esp32-01,27.44,69.32,920.0,982.0,0.0
2025-11-18 08:07:49+00:00,esp32-01,27.47,69.0,917.0,981.0,0.0
2025-11-18 08:08:40+00:00,esp32-01,27.5,68.52,903.0,977.0,0.0
2025-11-18 08:09:44+00:00,esp32-01,27.53,68.75,819.0,932.0,0.0
2025-11-18 08:10:51+00:00,esp32-01,27.56,69.17,729.0,880.0,0.0
2025-11-18 08:11:44+00:00,esp32-01,27.6,69.12,699.0,873.0,0.0
2025-11-18 08:12:41+00:00,esp32-01,27.61,69.11,673.0,866.0,0.0
2025-11-18 08:14:10+00:00,esp32-01,27.61,69.59,663.0,863.0,0.0
2025-11-18 08:14:40+00:00,esp32-01,27.61,70.5,645.0,858.0,0.0
2025-11-18 08:15:42+00:00,esp32-01,27.61,70.45,617.0,851.0,0.0
2025-11-18 08:16:45+00:00,esp32-01,27.61,70.44,590.0,843.0,0.0
2025-11-18 08:17:44+00:00,esp32-01,27.59,70.91,577.0,840.0,0.0
2025-11-18 08:18:49+00:00,esp32-01,27.56,70.01,558.0,835.0,0.0
2025-11-18 08:19:44+00:00,esp32-01,27.54,70.47,610.0,872.0,0.0
2025-11-18 08:21:06+00:00,esp32-01,27.51,70.27,666.0,914.0,0.0
2025-11-18 08:21:41+00:00,esp32-01,27.48,70.37,664.0,913.0,0.0
2025-11-18 08:22:44+00:00,esp32-01,27.47,70.79,659.0,912.0,0.0
2025-11-18 08:23:44+00:00,esp32-01,27.47,70.42,654.0,911.0,0.0
2025-11-18 08:24:44+00:00,esp32-01,27.46,70.39,648.0,909.0,0.0
2025-11-18 08:25:41+00:00,esp32-01,27.46,70.3,649.0,909.0,0.0
2025-11-18 08:27:07+00:00,esp32-01,27.45,70.35,647.0,909.0,0.0
2025-11-18 08:27:44+00:00,esp32-01,27.44,70.6,635.0,906.0,0.0
2025-11-18 08:28:41+00:00,esp32-01,27.44,70.62,642.0,907.0,0.0
2025-11-18 08:29:44+00:00,esp32-01,27.44,70.43,664.0,913.0,0.0
2025-11-18 08:30:40+00:00,esp32-01,27.44,70.43,675.0,917.0,0.0
2025-11-18 08:31:41+00:00,esp32-01,27.44,70.55,695.0,922.0,0.0
2025-11-18 08:32:45+00:00,esp32-01,27.43,70.63,699.0,923.0,0.0
2025-11-18 08:33:49+00:00,esp32-01,27.41,70.81,702.0,924.0,0.0
2025-11-18 08:34:42+00:00,esp32-01,27.4,70.84,708.0,926.0,0.0
2025-11-18 08:35:44+00:00,esp32-01,27.37,70.8,707.0,925.0,0.0
2025-11-18 08:37:06+00:00,esp32-01,27.35,70.97,717.0,928.0,0.0
2025-11-18 08:37:47+00:00,esp32-01,27.33,70.66,716.0,928.0,0.0
2025-11-18 08:39:06+00:00,esp32-01,27.31,70.69,734.0,933.0,0.0
2025-11-18 08:39:40+00:00,esp32-01,27.28,70.83,724.0,930.0,0.0
2025-11-18 08:40:47+00:00,esp32-01,27.26,70.66,713.0,927.0,0.0
2025-11-18 08:41:40+00:00,esp32-01,27.25,70.86,695.0,922.0,0.0
2025-11-18 08:42:49+00:00,esp32-01,27.25,70.66,693.0,922.0,0.0
2025-11-18 08:43:50+00:00,esp32-01,27.24,70.51,688.0,920.0,0.0
2025-11-18 08:44:44+00:00,esp32-01,27.25,70.96,684.0,919.0,0.0
2025-11-18 08:45:42+00:00,esp32-01,27.26,70.19,677.0,917.0,0.0
2025-11-18 08:46:44+00:00,esp32-01,27.27,70.67,661.0,912.0,0.0
2025-11-18 08:47:52+00:00,esp32-01,27.27,70.3,650.0,909.0,0.0
2025-11-18 08:48:41+00:00,esp32-01,27.26,70.67,618.0,900.0,0.0
2025-11-18 08:49:40+00:00,esp32-01,27.26,70.47,602.0,896.0,0.0
2025-11-18 08:50:41+00:00,esp32-01,27.26,70.19,588.0,892.0,0.0
2025-11-18 08:51:47+00:00,esp32-01,27.25,70.47,570.0,886.0,0.0
2025-11-18 08:52:51+00:00,esp32-01,27.24,69.87,555.0,882.0,0.0
2025-11-18 08:53:40+00:00,esp32-01,27.23,70.23,545.0,879.0,0.0
2025-11-18 08:54:47+00:00,esp32-01,27.2,70.37,530.0,875.0,0.0
2025-11-18 08:56:30+00:00,esp32-01,27.19,69.94,522.0,873.0,0.0
2025-11-18 08:56:39+00:00,esp32-01,27.16,70.26,517.0,871.0,0.0
2025-11-18 08:57:47+00:00,esp32-01,27.16,69.7,508.0,868.0,0.0
2025-11-18 08:58:41+00:00,esp32-01,27.14,69.86,502.0,866.0,0.0
2025-11-18 08:59:40+00:00,esp32-01,27.14,69.74,491.0,863.0,0.0
2025-11-18 09:00:52+00:00,esp32-01,27.12,69.93,489.0,862.0,0.0
2025-11-18 09:01:40+00:00,esp32-01,27.12,71.02,489.0,862.0,0.0
2025-11-18 09:02:52+00:00,esp32-01,27.11,70.2,488.0,862.0,0.0
2025-11-18 09:03:42+00:00,esp32-01,27.11,70.34,484.0,861.0,0.0
2025-11-18 09:04:44+00:00,esp32-01,27.12,71.25,481.0,860.0,0.0
2025-11-18 09:05:50+00:00,esp32-01,27.12,70.51,474.0,858.0,0.0
2025-11-18 09:06:43+00:00,esp32-01,27.12,70.79,478.0,859.0,0.0
2025-11-18 09:07:44+00:00,esp32-01,27.11,71.15,477.0,859.0,0.0
2025-11-18 09:08:50+00:00,esp32-01,27.12,70.98,482.0,860.0,0.0
2025-11-18 09:10:00+00:00,esp32-01,27.12,70.39,487.0,862.0,0.0
2025-11-18 09:10:51+00:00,esp32-01,27.12,70.56,515.0,870.0,0.0
2025-11-18 09:11:41+00:00,esp32-01,27.11,70.29,552.0,880.0,0.0
2025-11-18 09:12:51+00:00,esp32-01,27.11,70.67,608.0,895.0,0.0
2025-11-18 09:13:49+00:00,esp32-01,27.12,70.36,643.0,905.0,0.0
2025-11-18 09:14:40+00:00,esp32-01,27.12,70.71,688.0,917.0,0.0
2025-11-18 09:16:11+00:00,esp32-01,27.11,70.54,732.0,930.0,0.0
2025-11-18 09:16:40+00:00,esp32-01,27.1,70.6,761.0,938.0,0.0
2025-11-18 09:17:49+00:00,esp32-01,27.09,70.47,788.0,946.0,0.0
2025-11-18 09:19:01+00:00,esp32-01,27.08,70.42,806.0,951.0,0.0
2025-11-18 09:19:40+00:00,esp32-01,27.07,70.76,819.0,955.0,0.0
2025-11-18 09:21:08+00:00,esp32-01,27.07,70.68,806.0,952.0,0.0
2025-11-18 09:21:45+00:00,esp32-01,27.06,70.65,780.0,944.0,0.0
2025-11-18 09:22:53+00:00,esp32-01,27.06,70.26,730.0,931.0,0.0
2025-11-18 09:23:49+00:00,esp32-01,27.04,70.34,705.0,924.0,0.0
2025-11-18 09:24:43+00:00,esp32-01,27.02,70.4,668.0,914.0,0.0
2025-11-18 09:25:45+00:00,esp32-01,27.02,70.41,630.0,904.0,0.0
2025-11-18 09:26:54+00:00,esp32-01,27.01,70.87,610.0,898.0,0.0
2025-11-18 09:27:44+00:00,esp32-01,27.0,70.64,594.0,894.0,0.0
2025-11-18 09:29:09+00:00,esp32-01,27.0,71.22,588.0,892.0,0.0
2025-11-18 09:30:00+00:00,esp32-01,26.99,70.71,595.0,894.0,0.0
2025-11-18 09:30:40+00:00,esp32-01,26.97,70.28,575.0,888.0,0.0
2025-11-18 09:31:49+00:00,esp32-01,26.95,70.74,573.0,887.0,0.0
2025-11-18 09:32:45+00:00,esp32-01,26.94,70.07,592.0,893.0,0.0
2025-11-18 09:33:45+00:00,esp32-01,26.94,70.22,594.0,893.0,0.0
2025-11-18 09:34:51+00:00,esp32-01,26.93,70.39,600.0,895.0,0.0
2025-11-18 09:35:44+00:00,esp32-01,26.93,70.24,614.0,899.0,0.0
2025-11-18 09:36:49+00:00,esp32-01,26.92,70.32,611.0,898.0,0.0
2025-11-18 09:37:49+00:00,esp32-01,26.92,70.47,610.0,898.0,0.0
2025-11-18 09:38:42+00:00,esp32-01,26.9,70.62,601.0,895.0,0.0
2025-11-18 09:39:48+00:00,esp32-01,26.9,70.56,587.0,891.0,0.0
2025-11-18 09:40:42+00:00,esp32-01,26.91,70.67,600.0,895.0,0.0
2025-11-18 09:41:40+00:00,esp32-01,26.91,70.41,602.0,896.0,0.0
2025-11-18 09:42:46+00:00,esp32-01,26.92,70.52,582.0,890.0,0.0
2025-11-18 09:43:42+00:00,esp32-01,26.91,70.62,579.0,889.0,0.0
2025-11-18 09:44:42+00:00,esp32-01,26.92,70.53,575.0,888.0,0.0
2025-11-18 09:45:53+00:00,esp32-01,26.91,70.33,567.0,886.0,0.0
2025-11-18 09:46:46+00:00,esp32-01,26.91,70.81,572.0,887.0,0.0
2025-11-18 09:47:42+00:00,esp32-01,26.91,70.93,598.0,895.0,0.0
2025-11-18 09:49:12+00:00,esp32-01,26.91,70.48,617.0,900.0,0.0
2025-11-18 09:49:45+00:00,esp32-01,26.91,70.52,623.0,902.0,0.0
2025-11-18 09:50:44+00:00,esp32-01,26.91,70.49,637.0,905.0,0.0
2025-11-18 09:51:46+00:00,esp32-01,26.9,70.3,644.0,908.0,0.0
2025-11-18 09:52:42+00:00,esp32-01,26.89,70.41,654.0,910.0,0.0
2025-11-18 09:53:54+00:00,esp32-01,26.88,70.4,663.0,913.0,0.0
2025-11-18 09:54:52+00:00,esp32-01,26.86,70.41,672.0,915.0,0.0
2025-11-18 09:55:40+00:00,esp32-01,26.84,70.29,679.0,918.0,0.0
2025-11-18 09:56:56+00:00,esp32-01,26.83,70.15,680.0,918.0,0.0
2025-11-18 09:57:43+00:00,esp32-01,26.81,70.36,660.0,912.0,0.0
2025-11-18 09:58:54+00:00,esp32-01,26.8,70.29,651.0,910.0,0.0
2025-11-18 09:59:52+00:00,esp32-01,26.8,70.27,653.0,911.0,0.0
2025-11-18 10:00:45+00:00,esp32-01,26.79,70.45,650.0,910.0,0.0
2025-11-18 10:01:45+00:00,esp32-01,26.78,70.42,657.0,912.0,0.0
2025-11-18 10:02:42+00:00,esp32-01,26.77,70.71,665.0,914.0,0.0
2025-11-18 10:04:35+00:00,esp32-01,26.76,71.2,682.0,919.0,0.0
2025-11-18 10:04:40+00:00,esp32-01,26.76,71.71,708.0,926.0,0.0
2025-11-18 10:05:49+00:00,esp32-01,26.75,71.63,672.0,914.0,0.0
2025-11-18 10:07:07+00:00,esp32-01,26.73,71.4,645.0,906.0,0.0
2025-11-18 10:07:40+00:00,esp32-01,26.71,71.54,670.0,913.0,0.0
2025-11-18 10:08:45+00:00,esp32-01,26.69,71.62,692.0,918.0,0.0
2025-11-18 10:10:24+00:00,esp32-01,26.65,71.6,679.0,915.0,0.0
2025-11-18 10:10:40+00:00,esp32-01,26.62,71.89,677.0,914.0,0.0
2025-11-18 10:13:09+00:00,esp32-01,26.55,71.73,604.0,884.0,0.0
2025-11-18 10:13:43+00:00,esp32-01,26.51,71.82,564.0,872.0,0.0
2025-11-18 10:14:43+00:00,esp32-01,26.48,71.86,593.0,879.0,0.0
2025-11-18 10:15:53+00:00,esp32-01,26.44,71.95,655.0,897.0,0.0
2025-11-18 10:16:40+00:00,esp32-01,26.41,72.05,662.0,900.0,0.0
2025-11-18 10:17:43+00:00,esp32-01,26.37,72.05,597.0,874.0,0.0
2025-11-18 10:18:41+00:00,esp32-01,26.34,72.16,525.0,840.0,0.0
2025-11-18 10:19:54+00:00,esp32-01,26.31,72.24,482.0,805.0,0.0
2025-11-18 10:20:40+00:00,esp32-01,26.28,72.47,426.0,766.0,0.0
2025-11-18 10:22:00+00:00,esp32-01,26.25,72.57,413.0,745.0,0.0
2025-11-18 10:22:43+00:00,esp32-01,26.23,72.55,366.0,708.0,0.0
2025-11-18 10:24:04+00:00,esp32-01,26.2,72.62,327.0,669.0,0.0
2025-11-18 10:24:43+00:00,esp32-01,26.18,72.8,210.0,605.0,0.0
2025-11-18 10:25:56+00:00,esp32-01,26.16,72.86,122.0,550.0,0.0
2025-11-18 10:26:48+00:00,esp32-01,26.14,72.97,81.0,508.0,0.0
2025-11-18 10:27:44+00:00,esp32-01,26.12,73.09,64.0,481.0,0.0
2025-11-18 10:28:48+00:00,esp32-01,26.1,73.06,54.0,463.0,0.0
2025-11-18 10:29:44+00:00,esp32-01,26.08,73.03,50.0,456.0,0.0
2025-11-18 10:30:42+00:00,esp32-01,26.07,72.96,45.0,447.0,0.0
2025-11-18 10:31:49+00:00,esp32-01,26.05,73.04,44.0,446.0,0.0
2025-11-18 10:32:40+00:00,esp32-01,26.03,73.16,45.0,446.0,0.0
2025-11-18 10:33:42+00:00,esp32-01,26.01,73.3,46.0,449.0,0.0
2025-11-18 10:34:51+00:00,esp32-01,25.99,73.39,50.0,457.0,0.0
2025-11-18 10:35:40+00:00,esp32-01,25.98,73.42,52.0,461.0,0.0
2025-11-18 10:36:45+00:00,esp32-01,25.96,73.44,54.0,466.0,0.0
2025-11-18 10:37:45+00:00,esp32-01,25.94,73.39,55.0,468.0,0.0
2025-11-18 10:39:04+00:00,esp32-01,25.93,73.38,55.0,467.0,0.0
2025-11-18 10:39:40+00:00,esp32-01,25.91,73.39,56.0,470.0,0.0
2025-11-18 10:41:05+00:00,esp32-01,25.9,73.49,58.0,474.0,0.0
2025-11-18 10:41:47+00:00,esp32-01,25.89,73.44,58.0,473.0,0.0
2025-11-18 10:42:40+00:00,esp32-01,25.87,73.37,55.0,468.0,0.0
2025-11-18 10:44:07+00:00,esp32-01,25.86,73.36,53.0,464.0,0.0
2025-11-18 10:45:11+00:00,esp32-01,25.85,73.3,50.0,458.0,0.0
2025-11-18 10:45:42+00:00,esp32-01,25.84,73.33,52.0,461.0,0.0
2025-11-18 10:46:45+00:00,esp32-01,25.83,73.28,52.0,461.0,0.0
2025-11-18 10:48:12+00:00,esp32-01,25.82,73.38,54.0,465.0,0.0
2025-11-18 10:48:41+00:00,esp32-01,25.81,73.41,58.0,472.0,0.0
2025-11-18 10:50:00+00:00,esp32-01,25.81,73.43,60.0,477.0,0.0
2025-11-18 10:50:42+00:00,esp32-01,25.8,73.54,64.0,484.0,0.0
2025-11-18 10:51:50+00:00,esp32-01,25.79,73.6,69.0,493.0,0.0
2025-11-18 10:52:41+00:00,esp32-01,25.78,73.66,78.0,510.0,0.0
2025-11-18 10:53:56+00:00,esp32-01,25.77,73.72,89.0,528.0,0.0
2025-11-18 10:54:40+00:00,esp32-01,25.76,73.78,101.0,548.0,0.0
2025-11-18 10:56:01+00:00,esp32-01,25.75,73.8,107.0,559.0,0.0
2025-11-18 10:56:45+00:00,esp32-01,25.75,73.67,116.0,573.0,0.0
2025-11-18 10:57:43+00:00,esp32-01,25.74,73.7,125.0,588.0,0.0
2025-11-18 10:58:49+00:00,esp32-01,25.74,73.55,167.0,622.0,0.0
2025-11-18 10:59:40+00:00,esp32-01,25.75,73.55,199.0,654.0,0.0
2025-11-18 11:01:11+00:00,esp32-01,25.75,73.5,213.0,673.0,0.0
2025-11-18 11:01:49+00:00,esp32-01,25.77,73.31,230.0,697.0,0.0
2025-11-18 11:03:20+00:00,esp32-01,25.78,73.37,241.0,710.0,0.0
2025-11-18 11:03:40+00:00,esp32-01,25.79,73.38,245.0,716.0,0.0
2025-11-18 11:05:44+00:00,esp32-01,25.82,73.3,250.0,723.0,0.0
2025-11-18 11:06:41+00:00,esp32-01,25.83,73.21,253.0,727.0,0.0
2025-11-18 11:07:41+00:00,esp32-01,25.85,73.12,253.0,726.0,0.0
2025-11-18 11:08:43+00:00,esp32-01,25.86,73.12,257.0,728.0,0.0
2025-11-18 11:09:45+00:00,esp32-01,25.86,73.22,297.0,739.0,0.0
2025-11-18 11:10:44+00:00,esp32-01,25.87,73.27,307.0,747.0,0.0
2025-11-18 11:11:48+00:00,esp32-01,25.86,73.25,310.0,749.0,0.0
2025-11-18 11:12:41+00:00,esp32-01,25.87,73.21,304.0,743.0,0.0
2025-11-18 11:13:44+00:00,esp32-01,25.87,73.25,301.0,738.0,0.0
2025-11-18 11:14:42+00:00,esp32-01,25.87,73.26,298.0,734.0,0.0
2025-11-18 11:16:20+00:00,esp32-01,25.87,73.34,296.0,732.0,0.0
2025-11-18 11:16:40+00:00,esp32-01,25.87,73.34,293.0,728.0,0.0
2025-11-18 11:18:48+00:00,esp32-01,25.86,73.31,250.0,697.0,0.0
2025-11-18 11:19:41+00:00,esp32-01,25.85,73.38,183.0,662.0,0.0
2025-11-18 11:20:44+00:00,esp32-01,25.85,73.35,163.0,641.0,0.0
2025-11-18 11:21:45+00:00,esp32-01,25.84,73.32,145.0,619.0,0.0
2025-11-18 11:22:43+00:00,esp32-01,25.84,73.37,138.0,609.0,0.0
2025-11-18 11:23:42+00:00,esp32-01,25.84,73.41,133.0,601.0,0.0
2025-11-18 11:25:19+00:00,esp32-01,25.84,73.46,132.0,599.0,0.0
2025-11-18 11:25:40+00:00,esp32-01,25.83,73.59,127.0,593.0,0.0
2025-11-18 11:27:48+00:00,esp32-01,25.82,73.91,119.0,580.0,0.0
2025-11-18 11:28:41+00:00,esp32-01,25.8,74.02,116.0,575.0,0.0
2025-11-18 11:29:44+00:00,esp32-01,25.79,73.96,112.0,570.0,0.0
2025-11-18 11:30:44+00:00,esp32-01,25.78,74.07,109.0,564.0,0.0
2025-11-18 11:31:51+00:00,esp32-01,25.76,74.04,105.0,557.0,0.0
2025-11-18 11:32:43+00:00,esp32-01,25.75,73.76,100.0,549.0,0.0
2025-11-18 11:33:50+00:00,esp32-01,25.73,73.62,95.0,539.0,0.0
2025-11-18 11:34:43+00:00,esp32-01,25.72,73.47,90.0,532.0,0.0
2025-11-18 11:35:51+00:00,esp32-01,25.7,73.34,86.0,525.0,0.0
2025-11-18 11:36:41+00:00,esp32-01,25.69,73.31,83.0,519.0,0.0
2025-11-18 11:37:42+00:00,esp32-01,25.68,73.13,75.0,505.0,0.0
2025-11-18 11:38:41+00:00,esp32-01,25.68,73.12,68.0,492.0,0.0
2025-11-18 11:39:43+00:00,esp32-01,25.67,73.26,63.0,482.0,0.0
2025-11-18 11:41:25+00:00,esp32-01,25.66,73.18,55.0,468.0,0.0
2025-11-18 11:41:40+00:00,esp32-01,25.64,73.2,105.0,504.0,0.0
2025-11-18 11:43:42+00:00,esp32-01,25.63,73.12,159.0,544.0,0.0
2025-11-18 11:44:43+00:00,esp32-01,25.63,72.82,152.0,532.0,0.0
2025-11-18 11:45:51+00:00,esp32-01,25.62,72.76,146.0,522.0,0.0
2025-11-18 11:46:43+00:00,esp32-01,25.63,72.8,142.0,513.0,0.0
2025-11-18 11:47:44+00:00,esp32-01,25.64,72.74,142.0,513.0,0.0
2025-11-18 11:48:52+00:00,esp32-01,25.64,72.77,140.0,511.0,0.0
2025-11-18 11:49:45+00:00,esp32-01,25.65,72.75,136.0,506.0,0.0
2025-11-18 11:50:43+00:00,esp32-01,25.67,72.85,137.0,506.0,0.0
2025-11-18 11:51:44+00:00,esp32-01,25.68,72.85,79.0,457.0,0.0
2025-11-18 11:52:46+00:00,esp32-01,25.7,72.79,73.0,450.0,0.0
2025-11-18 11:53:41+00:00,esp32-01,25.71,72.82,12.0,400.0,0.0
2025-11-18 11:55:04+00:00,esp32-01,25.72,72.91,12.0,400.0,0.0
2025-11-18 11:55:41+00:00,esp32-01,25.72,72.97,12.0,400.0,0.0
2025-11-18 11:56:46+00:00,esp32-01,25.73,72.93,13.0,402.0,0.0
2025-11-18 11:57:44+00:00,esp32-01,25.73,72.81,13.0,402.0,0.0
2025-11-18 11:58:43+00:00,esp32-01,25.73,72.79,14.0,402.0,0.0
2025-11-18 11:59:41+00:00,esp32-01,25.73,72.76,14.0,402.0,0.0
2025-11-18 12:00:46+00:00,esp32-01,25.72,72.83,12.0,402.0,0.0
2025-11-18 12:01:41+00:00,esp32-01,25.72,72.85,13.0,402.0,0.0
2025-11-18 12:03:13+00:00,esp32-01,25.71,72.9,14.0,402.0,0.0
2025-11-18 12:03:41+00:00,esp32-01,25.71,72.79,15.0,402.0,0.0
2025-11-18 12:04:45+00:00,esp32-01,25.7,72.77,16.0,402.0,0.0
2025-11-18 12:05:41+00:00,esp32-01,25.7,72.7,14.0,402.0,0.0
2025-11-18 12:06:42+00:00,esp32-01,25.7,72.65,12.0,400.0,0.0
2025-11-18 12:07:41+00:00,esp32-01,25.7,72.72,10.0,400.0,0.0
2025-11-18 12:09:01+00:00,esp32-01,25.7,72.69,9.0,400.0,0.0
2025-11-18 12:10:00+00:00,esp32-01,25.69,72.73,9.0,400.0,0.0
2025-11-18 12:10:41+00:00,esp32-01,25.69,72.71,9.0,400.0,0.0
2025-11-18 12:11:41+00:00,esp32-01,25.69,72.66,7.0,400.0,0.0
2025-11-18 12:12:52+00:00,esp32-01,25.69,72.43,7.0,400.0,0.0
2025-11-18 12:14:26+00:00,esp32-01,25.69,72.22,10.0,404.0,0.0
2025-11-18 12:14:40+00:00,esp32-01,25.68,72.11,24.0,427.0,0.0
2025-11-18 12:16:21+00:00,esp32-01,25.68,72.25,49.0,463.0,0.0
2025-11-18 12:16:40+00:00,esp32-01,25.68,72.33,62.0,483.0,0.0
2025-11-18 12:19:00+00:00,esp32-01,25.66,72.49,81.0,515.0,0.0
2025-11-18 12:19:41+00:00,esp32-01,25.66,72.44,90.0,529.0,0.0
2025-11-18 12:21:21+00:00,esp32-01,25.66,72.59,99.0,542.0,0.0
2025-11-18 12:21:40+00:00,esp32-01,25.66,72.75,102.0,544.0,0.0
2025-11-18 12:25:58+00:00,esp32-01,25.64,72.33,89.0,527.0,0.0
2025-11-18 12:27:02+00:00,esp32-01,25.64,72.09,105.0,547.0,0.0
2025-11-18 12:27:58+00:00,esp32-01,25.65,72.28,137.0,574.0,0.0
2025-11-18 12:29:10+00:00,esp32-01,25.65,72.45,152.0,594.0,0.0
2025-11-18 12:29:58+00:00,esp32-01,25.65,72.45,160.0,607.0,0.0
2025-11-18 12:31:02+00:00,esp32-01,25.64,72.32,158.0,604.0,0.0
2025-11-18 12:31:59+00:00,esp32-01,25.64,72.32,202.0,647.0,0.0
2025-11-18 12:33:05+00:00,esp32-01,25.64,72.22,223.0,680.0,0.0
2025-11-18 12:34:06+00:00,esp32-01,25.64,72.14,262.0,705.0,0.0
2025-11-18 12:34:58+00:00,esp32-01,25.64,72.17,292.0,735.0,0.0
2025-11-18 12:36:18+00:00,esp32-01,25.64,72.28,315.0,765.0,0.0
2025-11-18 12:36:58+00:00,esp32-01,25.63,72.34,315.0,765.0,0.0
2025-11-18 12:38:06+00:00,esp32-01,25.63,72.43,322.0,767.0,0.0
2025-11-18 12:39:36+00:00,esp32-01,25.63,72.51,316.0,760.0,0.0
2025-11-18 12:39:57+00:00,esp32-01,25.62,72.42,312.0,755.0,0.0
2025-11-18 12:42:07+00:00,esp32-01,25.62,72.7,375.0,797.0,0.0
2025-11-18 12:42:58+00:00,esp32-01,25.62,72.54,357.0,770.0,0.0
2025-11-18 12:43:59+00:00,esp32-01,25.62,72.43,307.0,727.0,0.0
2025-11-18 12:44:58+00:00,esp32-01,25.61,72.42,291.0,717.0,0.0
2025-11-18 12:46:18+00:00,esp32-01,25.61,72.44,338.0,731.0,0.0
2025-11-18 12:46:58+00:00,esp32-01,25.61,72.57,389.0,746.0,0.0
2025-11-18 12:48:07+00:00,esp32-01,25.6,72.73,347.0,709.0,0.0
2025-11-18 12:48:58+00:00,esp32-01,25.59,72.83,335.0,692.0,0.0
2025-11-18 12:49:58+00:00,esp32-01,25.59,72.84,329.0,681.0,0.0
2025-11-18 12:50:58+00:00,esp32-01,25.58,72.86,294.0,649.0,0.0
2025-11-18 12:52:09+00:00,esp32-01,25.57,73.0,230.0,609.0,0.0
2025-11-18 12:52:58+00:00,esp32-01,25.57,73.04,236.0,620.0,0.0
2025-11-18 12:54:01+00:00,esp32-01,25.56,73.08,244.0,635.0,0.0
2025-11-18 12:54:58+00:00,esp32-01,25.56,73.07,235.0,622.0,0.0
2025-11-18 12:56:09+00:00,esp32-01,25.56,73.11,173.0,592.0,0.0
2025-11-18 12:56:58+00:00,esp32-01,25.56,73.13,109.0,562.0,0.0
2025-11-18 12:58:03+00:00,esp32-01,25.56,73.25,119.0,577.0,0.0
2025-11-18 12:58:58+00:00,esp32-01,25.56,73.44,129.0,594.0,0.0
2025-11-18 13:00:08+00:00,esp32-01,25.56,73.58,139.0,608.0,0.0
2025-11-18 13:00:58+00:00,esp32-01,25.57,73.42,149.0,623.0,0.0
2025-11-18 13:02:19+00:00,esp32-01,25.58,73.55,287.0,681.0,0.0
2025-11-18 13:02:58+00:00,esp32-01,25.58,73.63,299.0,697.0,0.0
2025-11-18 13:04:00+00:00,esp32-01,25.58,73.79,311.0,713.0,0.0
2025-11-18 13:04:58+00:00,esp32-01,25.58,73.95,322.0,727.0,0.0
2025-11-18 13:06:00+00:00,esp32-01,25.57,73.95,331.0,738.0,0.0
2025-11-18 13:06:59+00:00,esp32-01,25.57,73.95,339.0,748.0,0.0
