ts,temp_c,rh_pct,tvoc_ppb,eco2_ppm,dust_ugm3,device_id
2025-11-18 14:20:00+07:00,27.79,69.5,480,745,0,esp32-01
2025-11-18 14:21:00+07:00,27.825,68.88,518.5,769.5,0,esp32-01
2025-11-18 14:22:00+07:00,27.86,68.26,557,794,0,esp32-01
2025-11-18 14:23:00+07:00,27.914,68.346,519.1,774.4,0,esp32-01
2025-11-18 14:24:00+07:00,27.968,68.432,481.2,754.8,0,esp32-01
2025-11-18 14:25:00+07:00,28.022,68.518,443.3,735.2,0,esp32-01
2025-11-18 14:26:00+07:00,28.076,68.604,405.4,715.6,0,esp32-01
2025-11-18 14:27:00+07:00,28.13,68.69,367.5,696,0,esp32-01
2025-11-18 14:28:00+07:00,28.184,68.776,329.6,676.4,0,esp32-01
2025-11-18 14:29:00+07:00,28.238,68.862,291.7,656.8,0,esp32-01
2025-11-18 14:30:00+07:00,28.292,68.948,253.8,637.2,0,esp32-01
2025-11-18 14:31:00+07:00,28.346,69.034,215.9,617.6,0,esp32-01
2025-11-18 14:32:00+07:00,28.4,69.12,178,598,0,esp32-01
2025-11-18 14:33:00+07:00,28.3475,69.195,249.25,634.5,0,esp32-01
2025-11-18 14:34:00+07:00,28.295,69.27,320.5,671,0,esp32-01
2025-11-18 14:35:00+07:00,28.2,69.23,465,743,0,esp32-01
2025-11-18 14:36:00+07:00,28.12,69.54,564,794,0,esp32-01
2025-11-18 14:37:00+07:00,28.05,69.9,596,802,0,esp32-01
2025-11-18 14:38:00+07:00,27.97,69.4,698,851,0,esp32-01
2025-11-18 14:39:00+07:00,27.88,69.79,807,900,0,esp32-01
2025-11-18 14:40:00+07:00,27.82,69.49,912,946,0,esp32-01
2025-11-18 14:41:00+07:00,27.78,69.15,1027,990,0,esp32-01
2025-11-18 14:42:00+07:00,27.756,69.186,1064.6,1002.4,0,esp32-01
2025-11-18 14:43:00+07:00,27.732,69.222,1102.2,1014.8,0,esp32-01
2025-11-18 14:44:00+07:00,27.708,69.258,1139.8,1027.2,0,esp32-01
2025-11-18 14:45:00+07:00,27.684,69.294,1177.4,1039.6,0,esp32-01
2025-11-18 14:46:00+07:00,27.66,69.33,1215,1052,0,esp32-01
2025-11-18 14:47:00+07:00,27.63,69.42,1213,1052,0,esp32-01
2025-11-18 14:48:00+07:00,27.61,69.64,1223,1054,0,esp32-01
2025-11-18 14:49:00+07:00,27.59,69.37,1214,1052,0,esp32-01
2025-11-18 14:50:00+07:00,27.57,69.37,1202,1049,0,esp32-01
2025-11-18 14:51:00+07:00,27.55,70.37,1178,1044,0,esp32-01
2025-11-18 14:52:00+07:00,27.54,69.43,1167,1041,0,esp32-01
2025-11-18 14:53:00+07:00,27.52,69.7,1136,1034,0,esp32-01
2025-11-18 14:54:00+07:00,27.5,69.66,1097,1025,0,esp32-01
2025-11-18 14:55:00+07:00,27.49,69.87,1074,1019,0,esp32-01
2025-11-18 14:56:00+07:00,27.48,69.35,1048,1013,0,esp32-01
2025-11-18 14:57:00+07:00,27.47,69.6175,1033,1009.25,0,esp32-01
2025-11-18 14:58:00+07:00,27.46,69.885,1018,1005.5,0,esp32-01
2025-11-18 14:59:00+07:00,27.45,69.83,986,998,0,esp32-01
2025-11-18 15:00:00+07:00,27.44,69.67,978,996,0,esp32-01
2025-11-18 15:01:00+07:00,27.42,69.78,967,993,0,esp32-01
2025-11-18 15:02:00+07:00,27.41,70.44,943,987,0,esp32-01
2025-11-18 15:03:00+07:00,27.41,69.45,929,984,0,esp32-01
2025-11-18 15:04:00+07:00,27.42,69.29,924,983,0,esp32-01
2025-11-18 15:05:00+07:00,27.42,69.4,922,982,0,esp32-01
2025-11-18 15:06:00+07:00,27.44,69.32,920,982,0,esp32-01
2025-11-18 15:07:00+07:00,27.47,69,917,981,0,esp32-01
2025-11-18 15:08:00+07:00,27.5,68.52,903,977,0,esp32-01
2025-11-18 15:09:00+07:00,27.53,68.75,819,932,0,esp32-01
2025-11-18 15:10:00+07:00,27.56,69.17,729,880,0,esp32-01
2025-11-18 15:11:00+07:00,27.6,69.12,699,873,0,esp32-01
2025-11-18 15:12:00+07:00,27.61,69.11,673,866,0,esp32-01
2025-11-18 15:13:00+07:00,27.61,69.5775,663.5,863.25,0,esp32-01
2025-11-18 15:14:00+07:00,27.61,70.045,654,860.5,0,esp32-01
2025-11-18 15:15:00+07:00,27.61,70.45,617,851,0,esp32-01
2025-11-18 15:16:00+07:00,27.61,70.44,590,843,0,esp32-01
2025-11-18 15:17:00+07:00,27.59,70.91,577,840,0,esp32-01
2025-11-18 15:18:00+07:00,27.56,70.01,558,835,0,esp32-01
2025-11-18 15:19:00+07:00,27.54,70.47,610,872,0,esp32-01
2025-11-18 15:20:00+07:00,27.5175,70.395,637.5,892.75,0,esp32-01
2025-11-18 15:21:00+07:00,27.495,70.32,665,913.5,0,esp32-01
2025-11-18 15:22:00+07:00,27.47,70.79,659,912,0,esp32-01
2025-11-18 15:23:00+07:00,27.47,70.42,654,911,0,esp32-01
2025-11-18 15:24:00+07:00,27.46,70.39,648,909,0,esp32-01
2025-11-18 15:25:00+07:00,27.46,70.3,649,909,0,esp32-01
2025-11-18 15:26:00+07:00,27.4525,70.3875,645,908.25,0,esp32-01
2025-11-18 15:27:00+07:00,27.445,70.475,641,907.5,0,esp32-01
2025-11-18 15:28:00+07:00,27.44,70.62,642,907,0,esp32-01
2025-11-18 15:29:00+07:00,27.44,70.43,664,913,0,esp32-01
2025-11-18 15:30:00+07:00,27.44,70.43,675,917,0,esp32-01
2025-11-18 15:31:00+07:00,27.44,70.55,695,922,0,esp32-01
2025-11-18 15:32:00+07:00,27.43,70.63,699,923,0,esp32-01
2025-11-18 15:33:00+07:00,27.41,70.81,702,924,0,esp32-01
2025-11-18 15:34:00+07:00,27.4,70.84,708,926,0,esp32-01
2025-11-18 15:35:00+07:00,27.37,70.8,707,925,0,esp32-01
2025-11-18 15:36:00+07:00,27.355,70.8075,711.75,926.5,0,esp32-01
2025-11-18 15:37:00+07:00,27.34,70.815,716.5,928,0,esp32-01
2025-11-18 15:38:00+07:00,27.3175,70.7875,722.75,929.75,0,esp32-01
2025-11-18 15:39:00+07:00,27.295,70.76,729,931.5,0,esp32-01
2025-11-18 15:40:00+07:00,27.26,70.66,713,927,0,esp32-01
2025-11-18 15:41:00+07:00,27.25,70.86,695,922,0,esp32-01
2025-11-18 15:42:00+07:00,27.25,70.66,693,922,0,esp32-01
2025-11-18 15:43:00+07:00,27.24,70.51,688,920,0,esp32-01
2025-11-18 15:44:00+07:00,27.25,70.96,684,919,0,esp32-01
2025-11-18 15:45:00+07:00,27.26,70.19,677,917,0,esp32-01
2025-11-18 15:46:00+07:00,27.27,70.67,661,912,0,esp32-01
2025-11-18 15:47:00+07:00,27.27,70.3,650,909,0,esp32-01
2025-11-18 15:48:00+07:00,27.26,70.67,618,900,0,esp32-01
2025-11-18 15:49:00+07:00,27.26,70.47,602,896,0,esp32-01
2025-11-18 15:50:00+07:00,27.26,70.19,588,892,0,esp32-01
2025-11-18 15:51:00+07:00,27.25,70.47,570,886,0,esp32-01
2025-11-18 15:52:00+07:00,27.24,69.87,555,882,0,esp32-01
2025-11-18 15:53:00+07:00,27.23,70.23,545,879,0,esp32-01
2025-11-18 15:54:00+07:00,27.2,70.37,530,875,0,esp32-01
2025-11-18 15:55:00+07:00,27.1875,70.235,524.75,873.5,0,esp32-01
2025-11-18 15:56:00+07:00,27.175,70.1,519.5,872,0,esp32-01
2025-11-18 15:57:00+07:00,27.16,69.7,508,868,0,esp32-01
2025-11-18 15:58:00+07:00,27.14,69.86,502,866,0,esp32-01
2025-11-18 15:59:00+07:00,27.14,69.74,491,863,0,esp32-01
2025-11-18 16:00:00+07:00,27.12,69.93,489,862,0,esp32-01
2025-11-18 16:01:00+07:00,27.12,71.02,489,862,0,esp32-01
2025-11-18 16:02:00+07:00,27.11,70.2,488,862,0,esp32-01
2025-11-18 16:03:00+07:00,27.11,70.34,484,861,0,esp32-01
2025-11-18 16:04:00+07:00,27.12,71.25,481,860,0,esp32-01
2025-11-18 16:05:00+07:00,27.12,70.51,474,858,0,esp32-01
2025-11-18 16:06:00+07:00,27.12,70.79,478,859,0,esp32-01
2025-11-18 16:07:00+07:00,27.11,71.15,477,859,0,esp32-01
2025-11-18 16:08:00+07:00,27.12,70.98,482,860,0,esp32-01
2025-11-18 16:09:00+07:00,27.12,70.7275,491.5,863,0,esp32-01
2025-11-18 16:10:00+07:00,27.12,70.475,501,866,0,esp32-01
2025-11-18 16:11:00+07:00,27.11,70.29,552,880,0,esp32-01
2025-11-18 16:12:00+07:00,27.11,70.67,608,895,0,esp32-01
2025-11-18 16:13:00+07:00,27.12,70.36,643,905,0,esp32-01
2025-11-18 16:14:00+07:00,27.12,70.71,688,917,0,esp32-01
2025-11-18 16:15:00+07:00,27.1125,70.64,717.25,925.5,0,esp32-01
2025-11-18 16:16:00+07:00,27.105,70.57,746.5,934,0,esp32-01
2025-11-18 16:17:00+07:00,27.09,70.47,788,946,0,esp32-01
2025-11-18 16:18:00+07:00,27.0825,70.53,800.25,949.5,0,esp32-01
2025-11-18 16:19:00+07:00,27.075,70.59,812.5,953,0,esp32-01
2025-11-18 16:20:00+07:00,27.07,70.6275,802.75,950.5,0,esp32-01
2025-11-18 16:21:00+07:00,27.065,70.665,793,948,0,esp32-01
2025-11-18 16:22:00+07:00,27.06,70.26,730,931,0,esp32-01
2025-11-18 16:23:00+07:00,27.04,70.34,705,924,0,esp32-01
2025-11-18 16:24:00+07:00,27.02,70.4,668,914,0,esp32-01
2025-11-18 16:25:00+07:00,27.02,70.41,630,904,0,esp32-01
2025-11-18 16:26:00+07:00,27.01,70.87,610,898,0,esp32-01
2025-11-18 16:27:00+07:00,27,70.64,594,894,0,esp32-01
2025-11-18 16:28:00+07:00,27,70.93,591,893,0,esp32-01
2025-11-18 16:29:00+07:00,27,71.22,588,892,0,esp32-01
2025-11-18 16:30:00+07:00,26.98,70.495,585,891,0,esp32-01
2025-11-18 16:31:00+07:00,26.95,70.74,573,887,0,esp32-01
2025-11-18 16:32:00+07:00,26.94,70.07,592,893,0,esp32-01
2025-11-18 16:33:00+07:00,26.94,70.22,594,893,0,esp32-01
2025-11-18 16:34:00+07:00,26.93,70.39,600,895,0,esp32-01
2025-11-18 16:35:00+07:00,26.93,70.24,614,899,0,esp32-01
2025-11-18 16:36:00+07:00,26.92,70.32,611,898,0,esp32-01
2025-11-18 16:37:00+07:00,26.92,70.47,610,898,0,esp32-01
2025-11-18 16:38:00+07:00,26.9,70.62,601,895,0,esp32-01
2025-11-18 16:39:00+07:00,26.9,70.56,587,891,0,esp32-01
2025-11-18 16:40:00+07:00,26.91,70.67,600,895,0,esp32-01
2025-11-18 16:41:00+07:00,26.91,70.41,602,896,0,esp32-01
2025-11-18 16:42:00+07:00,26.92,70.52,582,890,0,esp32-01
2025-11-18 16:43:00+07:00,26.91,70.62,579,889,0,esp32-01
2025-11-18 16:44:00+07:00,26.92,70.53,575,888,0,esp32-01
2025-11-18 16:45:00+07:00,26.91,70.33,567,886,0,esp32-01
2025-11-18 16:46:00+07:00,26.91,70.81,572,887,0,esp32-01
2025-11-18 16:47:00+07:00,26.91,70.93,598,895,0,esp32-01
2025-11-18 16:48:00+07:00,26.91,70.715,609,898,0,esp32-01
2025-11-18 16:49:00+07:00,26.91,70.5,620,901,0,esp32-01
2025-11-18 16:50:00+07:00,26.91,70.49,637,905,0,esp32-01
2025-11-18 16:51:00+07:00,26.9,70.3,644,908,0,esp32-01
2025-11-18 16:52:00+07:00,26.89,70.41,654,910,0,esp32-01
2025-11-18 16:53:00+07:00,26.88,70.4,663,913,0,esp32-01
2025-11-18 16:54:00+07:00,26.86,70.41,672,915,0,esp32-01
2025-11-18 16:55:00+07:00,26.84,70.29,679,918,0,esp32-01
2025-11-18 16:56:00+07:00,26.83,70.15,680,918,0,esp32-01
2025-11-18 16:57:00+07:00,26.81,70.36,660,912,0,esp32-01
2025-11-18 16:58:00+07:00,26.8,70.29,651,910,0,esp32-01
2025-11-18 16:59:00+07:00,26.8,70.27,653,911,0,esp32-01
2025-11-18 17:00:00+07:00,26.79,70.45,650,910,0,esp32-01
2025-11-18 17:01:00+07:00,26.78,70.42,657,912,0,esp32-01
2025-11-18 17:02:00+07:00,26.77,70.71,665,914,0,esp32-01
2025-11-18 17:03:00+07:00,26.765,71.0825,680,918.25,0,esp32-01
2025-11-18 17:04:00+07:00,26.76,71.455,695,922.5,0,esp32-01
2025-11-18 17:05:00+07:00,26.75,71.63,672,914,0,esp32-01
2025-11-18 17:06:00+07:00,26.735,71.55,664.75,911.75,0,esp32-01
2025-11-18 17:07:00+07:00,26.72,71.47,657.5,909.5,0,esp32-01
2025-11-18 17:08:00+07:00,26.69,71.62,692,918,0,esp32-01
2025-11-18 17:09:00+07:00,26.6625,71.6825,685,916.25,0,esp32-01
2025-11-18 17:10:00+07:00,26.635,71.745,678,914.5,0,esp32-01
2025-11-18 17:11:00+07:00,26.6,71.755,646.6666667,902.3333333,0,esp32-01
2025-11-18 17:12:00+07:00,26.565,71.765,615.3333333,890.1666667,0,esp32-01
2025-11-18 17:13:00+07:00,26.53,71.775,584,878,0,esp32-01
2025-11-18 17:14:00+07:00,26.48,71.86,593,879,0,esp32-01
2025-11-18 17:15:00+07:00,26.44,71.95,655,897,0,esp32-01
2025-11-18 17:16:00+07:00,26.41,72.05,662,900,0,esp32-01
2025-11-18 17:17:00+07:00,26.37,72.05,597,874,0,esp32-01
2025-11-18 17:18:00+07:00,26.34,72.16,525,840,0,esp32-01
2025-11-18 17:19:00+07:00,26.31,72.24,482,805,0,esp32-01
2025-11-18 17:20:00+07:00,26.28,72.47,426,766,0,esp32-01
2025-11-18 17:21:00+07:00,26.26,72.515,407.75,746.25,0,esp32-01
2025-11-18 17:22:00+07:00,26.24,72.56,389.5,726.5,0,esp32-01
2025-11-18 17:23:00+07:00,26.215,72.635,329,681.75,0,esp32-01
2025-11-18 17:24:00+07:00,26.19,72.71,268.5,637,0,esp32-01
2025-11-18 17:25:00+07:00,26.16,72.86,122,550,0,esp32-01
2025-11-18 17:26:00+07:00,26.14,72.97,81,508,0,esp32-01
2025-11-18 17:27:00+07:00,26.12,73.09,64,481,0,esp32-01
2025-11-18 17:28:00+07:00,26.1,73.06,54,463,0,esp32-01
2025-11-18 17:29:00+07:00,26.08,73.03,50,456,0,esp32-01
2025-11-18 17:30:00+07:00,26.07,72.96,45,447,0,esp32-01
2025-11-18 17:31:00+07:00,26.05,73.04,44,446,0,esp32-01
2025-11-18 17:32:00+07:00,26.03,73.16,45,446,0,esp32-01
2025-11-18 17:33:00+07:00,26.01,73.3,46,449,0,esp32-01
2025-11-18 17:34:00+07:00,25.99,73.39,50,457,0,esp32-01
2025-11-18 17:35:00+07:00,25.98,73.42,52,461,0,esp32-01
2025-11-18 17:36:00+07:00,25.96,73.44,54,466,0,esp32-01
2025-11-18 17:37:00+07:00,25.94,73.39,55,468,0,esp32-01
2025-11-18 17:38:00+07:00,25.93,73.3875,55.25,468.25,0,esp32-01
2025-11-18 17:39:00+07:00,25.92,73.385,55.5,468.5,0,esp32-01
2025-11-18 17:40:00+07:00,25.9075,73.425,56.75,471,0,esp32-01
2025-11-18 17:41:00+07:00,25.895,73.465,58,473.5,0,esp32-01
2025-11-18 17:42:00+07:00,25.87,73.37,55,468,0,esp32-01
2025-11-18 17:43:00+07:00,25.865,73.365,54,466,0,esp32-01
2025-11-18 17:44:00+07:00,25.86,73.36,53,464,0,esp32-01
2025-11-18 17:45:00+07:00,25.845,73.315,51,459.5,0,esp32-01
2025-11-18 17:46:00+07:00,25.83,73.28,52,461,0,esp32-01
2025-11-18 17:47:00+07:00,25.8225,73.3375,54,464.75,0,esp32-01
2025-11-18 17:48:00+07:00,25.815,73.395,56,468.5,0,esp32-01
2025-11-18 17:49:00+07:00,25.81,73.44,59,474.5,0,esp32-01
2025-11-18 17:50:00+07:00,25.805,73.485,62,480.5,0,esp32-01
2025-11-18 17:51:00+07:00,25.79,73.6,69,493,0,esp32-01
2025-11-18 17:52:00+07:00,25.78,73.66,78,510,0,esp32-01
2025-11-18 17:53:00+07:00,25.77,73.72,89,528,0,esp32-01
2025-11-18 17:54:00+07:00,25.76,73.78,101,548,0,esp32-01
2025-11-18 17:55:00+07:00,25.755,73.7575,106.25,557,0,esp32-01
2025-11-18 17:56:00+07:00,25.75,73.735,111.5,566,0,esp32-01
2025-11-18 17:57:00+07:00,25.74,73.7,125,588,0,esp32-01
2025-11-18 17:58:00+07:00,25.74,73.55,167,622,0,esp32-01
2025-11-18 17:59:00+07:00,25.75,73.55,199,654,0,esp32-01
2025-11-18 18:00:00+07:00,25.755,73.4775,210.25,669.5,0,esp32-01
2025-11-18 18:01:00+07:00,25.76,73.405,221.5,685,0,esp32-01
2025-11-18 18:02:00+07:00,25.7725,73.39,232.25,699,0,esp32-01
2025-11-18 18:03:00+07:00,25.785,73.375,243,713,0,esp32-01
2025-11-18 18:04:00+07:00,25.8025,73.3375,246.5,718,0,esp32-01
2025-11-18 18:05:00+07:00,25.82,73.3,250,723,0,esp32-01
2025-11-18 18:06:00+07:00,25.83,73.21,253,727,0,esp32-01
2025-11-18 18:07:00+07:00,25.85,73.12,253,726,0,esp32-01
2025-11-18 18:08:00+07:00,25.86,73.12,257,728,0,esp32-01
2025-11-18 18:09:00+07:00,25.86,73.22,297,739,0,esp32-01
2025-11-18 18:10:00+07:00,25.87,73.27,307,747,0,esp32-01
2025-11-18 18:11:00+07:00,25.86,73.25,310,749,0,esp32-01
2025-11-18 18:12:00+07:00,25.87,73.21,304,743,0,esp32-01
2025-11-18 18:13:00+07:00,25.87,73.25,301,738,0,esp32-01
2025-11-18 18:14:00+07:00,25.87,73.26,298,734,0,esp32-01
2025-11-18 18:15:00+07:00,25.87,73.3,296.25,732,0,esp32-01
2025-11-18 18:16:00+07:00,25.87,73.34,294.5,730,0,esp32-01
2025-11-18 18:17:00+07:00,25.865,73.325,272.25,713.5,0,esp32-01
2025-11-18 18:18:00+07:00,25.86,73.31,250,697,0,esp32-01
2025-11-18 18:19:00+07:00,25.85,73.38,183,662,0,esp32-01
2025-11-18 18:20:00+07:00,25.85,73.35,163,641,0,esp32-01
2025-11-18 18:21:00+07:00,25.84,73.32,145,619,0,esp32-01
2025-11-18 18:22:00+07:00,25.84,73.37,138,609,0,esp32-01
2025-11-18 18:23:00+07:00,25.84,73.41,133,601,0,esp32-01
2025-11-18 18:24:00+07:00,25.8375,73.4675,131.25,598.5,0,esp32-01
2025-11-18 18:25:00+07:00,25.835,73.525,129.5,596,0,esp32-01
2025-11-18 18:26:00+07:00,25.8275,73.7175,124.25,588,0,esp32-01
2025-11-18 18:27:00+07:00,25.82,73.91,119,580,0,esp32-01
2025-11-18 18:28:00+07:00,25.8,74.02,116,575,0,esp32-01
2025-11-18 18:29:00+07:00,25.79,73.96,112,570,0,esp32-01
2025-11-18 18:30:00+07:00,25.78,74.07,109,564,0,esp32-01
2025-11-18 18:31:00+07:00,25.76,74.04,105,557,0,esp32-01
2025-11-18 18:32:00+07:00,25.75,73.76,100,549,0,esp32-01
2025-11-18 18:33:00+07:00,25.73,73.62,95,539,0,esp32-01
2025-11-18 18:34:00+07:00,25.72,73.47,90,532,0,esp32-01
2025-11-18 18:35:00+07:00,25.7,73.34,86,525,0,esp32-01
2025-11-18 18:36:00+07:00,25.69,73.31,83,519,0,esp32-01
2025-11-18 18:37:00+07:00,25.68,73.13,75,505,0,esp32-01
2025-11-18 18:38:00+07:00,25.68,73.12,68,492,0,esp32-01
2025-11-18 18:39:00+07:00,25.67,73.26,63,482,0,esp32-01
2025-11-18 18:40:00+07:00,25.66,73.225,71.5,484,0,esp32-01
2025-11-18 18:41:00+07:00,25.65,73.19,80,486,0,esp32-01
2025-11-18 18:42:00+07:00,25.64,73.155,119.5,515,0,esp32-01
2025-11-18 18:43:00+07:00,25.63,73.12,159,544,0,esp32-01
2025-11-18 18:44:00+07:00,25.63,72.82,152,532,0,esp32-01
2025-11-18 18:45:00+07:00,25.62,72.76,146,522,0,esp32-01
2025-11-18 18:46:00+07:00,25.63,72.8,142,513,0,esp32-01
2025-11-18 18:47:00+07:00,25.64,72.74,142,513,0,esp32-01
2025-11-18 18:48:00+07:00,25.64,72.77,140,511,0,esp32-01
2025-11-18 18:49:00+07:00,25.65,72.75,136,506,0,esp32-01
2025-11-18 18:50:00+07:00,25.67,72.85,137,506,0,esp32-01
2025-11-18 18:51:00+07:00,25.68,72.85,79,457,0,esp32-01
2025-11-18 18:52:00+07:00,25.7,72.79,73,450,0,esp32-01
2025-11-18 18:53:00+07:00,25.71,72.82,12,400,0,esp32-01
2025-11-18 18:54:00+07:00,25.715,72.88,12,400,0,esp32-01
2025-11-18 18:55:00+07:00,25.72,72.94,12,400,0,esp32-01
2025-11-18 18:56:00+07:00,25.73,72.93,13,402,0,esp32-01
2025-11-18 18:57:00+07:00,25.73,72.81,13,402,0,esp32-01
2025-11-18 18:58:00+07:00,25.73,72.79,14,402,0,esp32-01
2025-11-18 18:59:00+07:00,25.73,72.76,14,402,0,esp32-01
2025-11-18 19:00:00+07:00,25.72,72.83,12,402,0,esp32-01
2025-11-18 19:01:00+07:00,25.72,72.85,13,402,0,esp32-01
2025-11-18 19:02:00+07:00,25.715,72.8475,13.75,402,0,esp32-01
2025-11-18 19:03:00+07:00,25.71,72.845,14.5,402,0,esp32-01
2025-11-18 19:04:00+07:00,25.7,72.77,16,402,0,esp32-01
2025-11-18 19:05:00+07:00,25.7,72.7,14,402,0,esp32-01
2025-11-18 19:06:00+07:00,25.7,72.65,12,400,0,esp32-01
2025-11-18 19:07:00+07:00,25.7,72.72,10,400,0,esp32-01
2025-11-18 19:08:00+07:00,25.7,72.705,9.5,400,0,esp32-01
2025-11-18 19:09:00+07:00,25.7,72.69,9,400,0,esp32-01
2025-11-18 19:10:00+07:00,25.69,72.72,9,400,0,esp32-01
2025-11-18 19:11:00+07:00,25.69,72.66,7,400,0,esp32-01
2025-11-18 19:12:00+07:00,25.69,72.43,7,400,0,esp32-01
2025-11-18 19:13:00+07:00,25.6875,72.2975,12,407.75,0,esp32-01
2025-11-18 19:14:00+07:00,25.685,72.165,17,415.5,0,esp32-01
2025-11-18 19:15:00+07:00,25.6825,72.2275,36.25,444.25,0,esp32-01
2025-11-18 19:16:00+07:00,25.68,72.29,55.5,473,0,esp32-01
2025-11-18 19:17:00+07:00,25.67333333,72.34833333,65.5,489.3333333,0,esp32-01
2025-11-18 19:18:00+07:00,25.66666667,72.40666667,75.5,505.6666667,0,esp32-01
2025-11-18 19:19:00+07:00,25.66,72.465,85.5,522,0,esp32-01
2025-11-18 19:20:00+07:00,25.66,72.5675,93,532.5,0,esp32-01
2025-11-18 19:21:00+07:00,25.66,72.67,100.5,543,0,esp32-01
2025-11-18 19:22:00+07:00,25.655,72.585,97.625,539,0,esp32-01
2025-11-18 19:23:00+07:00,25.65,72.5,94.75,535,0,esp32-01
2025-11-18 19:24:00+07:00,25.645,72.415,91.875,531,0,esp32-01
2025-11-18 19:25:00+07:00,25.64,72.33,89,527,0,esp32-01
2025-11-18 19:26:00+07:00,25.6425,72.2575,105,543.75,0,esp32-01
2025-11-18 19:27:00+07:00,25.645,72.185,121,560.5,0,esp32-01
2025-11-18 19:28:00+07:00,25.6475,72.3175,138.5,580.5,0,esp32-01
2025-11-18 19:29:00+07:00,25.65,72.45,156,600.5,0,esp32-01
2025-11-18 19:30:00+07:00,25.645,72.385,168,613,0,esp32-01
2025-11-18 19:31:00+07:00,25.64,72.32,180,625.5,0,esp32-01
2025-11-18 19:32:00+07:00,25.64,72.27,201.5,652.75,0,esp32-01
2025-11-18 19:33:00+07:00,25.64,72.22,223,680,0,esp32-01
2025-11-18 19:34:00+07:00,25.64,72.155,277,720,0,esp32-01
2025-11-18 19:35:00+07:00,25.6375,72.2325,296,742.5,0,esp32-01
2025-11-18 19:36:00+07:00,25.635,72.31,315,765,0,esp32-01
2025-11-18 19:37:00+07:00,25.6325,72.37,318.5,766,0,esp32-01
2025-11-18 19:38:00+07:00,25.63,72.43,322,767,0,esp32-01
2025-11-18 19:39:00+07:00,25.625,72.465,314,757.5,0,esp32-01
2025-11-18 19:40:00+07:00,25.62333333,72.51666667,331.3333333,766.1666667,0,esp32-01
2025-11-18 19:41:00+07:00,25.62166667,72.56833333,348.6666667,774.8333333,0,esp32-01
2025-11-18 19:42:00+07:00,25.62,72.62,366,783.5,0,esp32-01
2025-11-18 19:43:00+07:00,25.62,72.43,307,727,0,esp32-01
2025-11-18 19:44:00+07:00,25.61,72.42,291,717,0,esp32-01
2025-11-18 19:45:00+07:00,25.61,72.4625,327.25,727.75,0,esp32-01
2025-11-18 19:46:00+07:00,25.61,72.505,363.5,738.5,0,esp32-01
2025-11-18 19:47:00+07:00,25.6025,72.6425,352.25,719.5,0,esp32-01
2025-11-18 19:48:00+07:00,25.595,72.78,341,700.5,0,esp32-01
2025-11-18 19:49:00+07:00,25.59,72.84,329,681,0,esp32-01
2025-11-18 19:50:00+07:00,25.58,72.86,294,649,0,esp32-01
2025-11-18 19:51:00+07:00,25.575,72.94,263.5,631.75,0,esp32-01
2025-11-18 19:52:00+07:00,25.57,73.02,233,614.5,0,esp32-01
2025-11-18 19:53:00+07:00,25.565,73.0475,236.25,621.5,0,esp32-01
2025-11-18 19:54:00+07:00,25.56,73.075,239.5,628.5,0,esp32-01
2025-11-18 19:55:00+07:00,25.56,73.0975,190.25,602.75,0,esp32-01
2025-11-18 19:56:00+07:00,25.56,73.12,141,577,0,esp32-01
2025-11-18 19:57:00+07:00,25.56,73.2325,132.5,581.25,0,esp32-01
2025-11-18 19:58:00+07:00,25.56,73.345,124,585.5,0,esp32-01
2025-11-18 19:59:00+07:00,25.5625,73.4225,134,600.5,0,esp32-01
2025-11-18 20:00:00+07:00,25.565,73.5,144,615.5,0,esp32-01
2025-11-18 20:01:00+07:00,25.5725,73.545,218.5,652.25,0,esp32-01
2025-11-18 20:02:00+07:00,25.58,73.59,293,689,0,esp32-01
2025-11-18 20:03:00+07:00,25.58,73.73,304.75,704.5,0,esp32-01
2025-11-18 20:04:00+07:00,25.58,73.87,316.5,720,0,esp32-01
2025-11-18 20:05:00+07:00,25.575,73.91,325.75,731.5,0,esp32-01
2025-11-18 20:06:00+07:00,25.57,73.95,335,743,0,esp32-01
2025-11-18 20:07:00+07:00,25.57,74.02,349,760,0,esp32-01
2025-11-18 20:08:00+07:00,25.56,74.07,360,773,0,esp32-01
2025-11-18 20:09:00+07:00,25.56,74.05,368.25,782,0,esp32-01
2025-11-18 20:10:00+07:00,25.56,74.03,376.5,791,0,esp32-01
2025-11-18 20:11:00+07:00,25.555,74.0925,320.5,778.75,0,esp32-01
2025-11-18 20:12:00+07:00,25.55,74.155,264.5,766.5,0,esp32-01
2025-11-18 20:13:00+07:00,25.545,74.2325,269.5,771.75,0,esp32-01
2025-11-18 20:14:00+07:00,25.54,74.31,274.5,777,0,esp32-01
2025-11-18 20:15:00+07:00,25.54,74.315,277.75,780.5,0,esp32-01
2025-11-18 20:16:00+07:00,25.54,74.32,281,784,0,esp32-01
2025-11-18 20:17:00+07:00,25.54,74.35,287,789,0,esp32-01
2025-11-18 20:18:00+07:00,25.54,74.34,290,792,0,esp32-01
2025-11-18 20:19:00+07:00,25.54,74.35,295,795,0,esp32-01
2025-11-18 20:20:00+07:00,25.54,74.27,300,797,0,esp32-01
2025-11-18 20:21:00+07:00,25.54,74.275,303,799.5,0,esp32-01
2025-11-18 20:22:00+07:00,25.54,74.28,306,802,0,esp32-01
2025-11-18 20:23:00+07:00,25.54,74.3375,307.5,802.75,0,esp32-01
